OBJECTID,Facility Name,Street Address,City,ZIP Code,County Code,County Name,Type,Category,longitude,latitude,x,y
1227,PLANNED PARENTHOOD OF SDRC-SURGICAL SERVICES,2017 1St Ave,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.16386,32.72644,-13042619.92,3859048.854
1228,NEIGHBORHOOD HEALTHCARE LA MESA,7339 El Cajon Blvd,La Mesa,91941,73,San Diego,Clinic,Community Clinic,-117.03961,32.76867,-13028788.47,3864638.24
1229,"LA MAESTRA FAMILY CLINIC, INC - FAIRMOUNT",4185 Fairmount Ave,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.100655,32.752841,-13035583.97,3862542.869
1230,NEIGHBORHOOD HEALTHCARE ESCONDIDO,460 N Elm St,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.07276,33.12831,-13032478.71,3912346.736
1231,PLANNED PARENTHOOD - CHULA VISTA CENTER,1295 Broadway,Chula Vista,91911,73,San Diego,Clinic,Community Clinic,-117.07863,32.60361,-13033132.16,3842806.611
1232,NORTH PARK FAMILY HEALTH CENTER,3544 30Th St,San Diego,92104,73,San Diego,Clinic,Community Clinic,-117.130123,32.74285,-13038864.33,3861220.498
1233,NEIGHBORHOOD HEALTHCARE - LAKESIDE,10039 Vine St,Lakeside,92040,73,San Diego,Clinic,Community Clinic,-116.92118,32.86119,-13015604.91,3876893.08
1234,NEIGHBORHOOD HEALTHCARE - PENNSYLVANIA AVENUE,641 E Pennsylvania Ave,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.074188,33.126615,-13032637.67,3912121.427
1235,VISTA COMMUNITY CLINIC - PIER VIEW WAY,818 Pier View Way,Oceanside,92054,73,San Diego,Clinic,Community Clinic,-117.377534,33.198492,-13066405.99,3921679.547
1236,HIGH DESERT FAMILY MEDICINE,44460 Old Highway 80,Jacumba,91934,73,San Diego,Clinic,Community Clinic,-116.190542,32.617288,-12934270.67,3844614.192
1237,NCHS MISSION MESA COMMUNITY HEALTH CENTER,2210 Mesa Dr,Oceanside,92054,73,San Diego,Clinic,Community Clinic,-117.35813,33.20795,-13064245.95,3922937.844
1238,RAMONA PREGNANCY CARE CLINIC,1530 Main St,Ramona,92065,73,San Diego,Clinic,Free Clinic,-116.87732,33.03717,-13010722.43,3900238.056
1239,ALTERNATIVES PREGNANCY CARE CLINIC,257 E 2Nd Ave,Escondido,92025,73,San Diego,Clinic,Free Clinic,-117.07865,33.12181,-13033134.38,3911482.743
1240,SHERMAN HEIGHTS FAMILY HEALTH CENTER,450 24Th St,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.142662,32.710175,-13040260.17,3856896.792
1241,KIDCARE EXPRESS,1809 National Ave,San Diego,92113,73,San Diego,Clinic,Community Clinic,-117.146544,32.701513,-13040692.31,3855750.862
1242,GROSSMONT SPRING VALLEY FAMILY HEALTH CENTER,8788 Jamacha Rd,Spring Valley,91977,73,San Diego,Clinic,Community Clinic,-117.00966,32.71483,-13025454.45,3857512.665
1243,COMPREHENSIVE HEALTH CENTER - EUCLID,286 Euclid Ave,San Diego,92114,73,San Diego,Clinic,Community Clinic,-117.085079,32.707793,-13033850.06,3856581.656
1244,COMPREHENSIVE HEALTH CENTER - DOWNTOWN,1855 1St Ave Ste 300A,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.163736,32.724786,-13042606.11,3858829.991
1245,NEIGHBORHOOD HEALTHCARE  - PAUMA VALLEY,16650 Hwy 76,Pauma Valley,92061,73,San Diego,Clinic,Community Clinic,-116.96919,33.2935,-13020949.35,3934325.644
1246,PINE VALLEY FAMILY MEDICINE,28876 Old Hwy 80,Pine Valley,91962,73,San Diego,Clinic,Community Clinic,-116.52894,32.82151,-12971940.96,3871635.655
1247,NCHS WOMEN'S HEALTH SERVICES,332 Santa Fe Dr,Encinitas,92024,73,San Diego,Clinic,Community Clinic,-117.28535,33.03631,-13056144.12,3900123.86
1248,NCHS WOMEN'S HEALTH SERVICES - OCEANSIDE,2210 Mesa Dr,Oceanside,92054,73,San Diego,Clinic,Community Clinic,-117.35813,33.20795,-13064245.95,3922937.844
1249,CARLSBAD FAMILY MEDICINE,3050 Madison St,Carlsbad,92008,73,San Diego,Clinic,Community Clinic,-117.346054,33.160317,-13062901.65,3916602.105
1250,TEEN HEALTH CENTER,1643 Logan Ave,San Diego,92113,73,San Diego,Clinic,Community Clinic,-117.1485802,32.70414429,-13040918.97,3856098.954
1251,CHASE AVENUE FAMILY HEALTH CENTER,1111 W Chase Ave,El Cajon,92020,73,San Diego,Clinic,Community Clinic,-116.97659,32.78168,-13021773.12,3866360.723
1252,BORREGO MEDICAL CLINIC,4343 Yaqui Pass Rd,Borrego Springs,92004,73,San Diego,Clinic,Community Clinic,-116.33241,33.18074,-12950063.34,3919318.171
1253,RAY M DICKINSON WELLNESS CENTER,425 N Date St,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.07166,33.12922,-13032356.26,3912467.7
1254,"BAY VIEW FAMILY HEALTH CENTER, INC.",458 26Th St,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.13827,32.71012,-13039771.25,3856889.516
1255,VISTA COMMUNITY CLINIC - HORNE STREET,517 N Horne St,Oceanside,92054,73,San Diego,Clinic,Community Clinic,-117.37846,33.20131,-13066509.07,3922054.441
1256,PREGNANCY RESOURCE CENTER,4095B Oceanside Blvd,Oceanside,92056,73,San Diego,Clinic,Community Clinic,-117.289936,33.205402,-13056654.63,3922598.843
1257,PLANNED PARENTHOOD - MISSION BAY CLINIC,4501 Mission Bay Dr,San Diego,92109,73,San Diego,Clinic,Community Clinic,-117.2166,32.80305,-13048490.9,3869190.593
1258,NCHS MISSION MESA DENTAL,2201 Mission Ave Ste 103,Oceanside,92054,73,San Diego,Clinic,Community Clinic,-117.361055,33.20743,-13064571.56,3922868.66
1259,SOUTH BAY FAMILY DENTAL CENTER,2 N Euclid Ave,National City,91950,73,San Diego,Clinic,Community Clinic,-117.085362,32.689753,-13033881.56,3854195.263
1260,KIDCARE EXPRESS II (MOBILE MEDICAL UNIT),1809 National Ave,San Diego,92113,73,San Diego,Clinic,Community Clinic,-117.14664,32.70159,-13040702.99,3855761.048
1261,ASIAN PACIFIC HEALTH CENTER,4419 Euclid Ave,San Diego,92115,73,San Diego,Clinic,Community Clinic,-117.09207,32.75665,-13034628.29,3863047.053
1262,MID-CITY COMMUNITY CLINIC (PEDIATRICS),4305 University Ave,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.10103,32.74957,-13035625.71,3862109.915
1263,VISTA COMMUNITY CLINIC - N RIVER RD,4700 N River Rd,Oceanside,92057,73,San Diego,Clinic,Community Clinic,-117.31045,33.24537,-13058938.23,3927917.555
1264,CITY HEIGHTS FAMILY HEALTH CENTER,5379 El Cajon Blvd,San Diego,92115,73,San Diego,Clinic,Community Clinic,-117.07989,32.75761,-13033272.42,3863174.128
1265,LA MAESTRA COMMUNITY HEALTH CENTERS - EL CAJON,165 S 1St St,El Cajon,92019,73,San Diego,Clinic,Community Clinic,-116.94456,32.79399,-13018207.56,3867990.76
1266,LA MAESTRA COMMUNITY HEALTH CENTERS - CITY HEIGHTS DENTAL,4305 University Ave,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.10103,32.74957,-13035625.71,3862109.915
1267,PLANNED PARENTHOOD- MISSION VALLEY EXPRESS,1075 Camino Del Rio S,San Diego,92108,73,San Diego,Clinic,Community Clinic,-117.15264,32.76523,-13041370.91,3864182.837
1268,PREGNANCY CARE CENTER,677 S Magnolia Ave,El Cajon,92020,73,San Diego,Clinic,Free Clinic,-116.96227,32.78794,-13020179.02,3867189.617
1269,KIDCARE EXPRESS III  (MOBILE MEDICAL UNIT),1809 National Ave,San Diego,92113,73,San Diego,Clinic,Community Clinic,-117.146544,32.701513,-13040692.31,3855750.862
1270,HILLCREST COUNSELING CENTER,550 Washington St,San Diego,92103,73,San Diego,Clinic,Community Clinic,-117.159946,32.750103,-13042184.21,3862180.463
1271,COLLEGE AREA PREGNANCY SERVICES,6663 El Cajon Blvd,San Diego,92115,73,San Diego,Clinic,Free Clinic,-117.05532,32.76782,-13030537.3,3864525.711
1272,ALPINE FAMILY MEDICINE,1620 Alpine Blvd,Alpine,91901,73,San Diego,Clinic,Community Clinic,-116.78003,32.83782,-12999892.16,3873796.374
1273,NCHS WOMEN'S HEALTH SERVICES - ENCINITAS,1130 2Nd St,Encinitas,92024,73,San Diego,Clinic,Community Clinic,-117.29369,33.03757,-13057072.52,3900291.175
1274,PLANNED PARENTHOOD - ISABELLA CENTER,1820 Marron Rd,Carlsbad,92008,73,San Diego,Clinic,Community Clinic,-117.33997,33.17732,-13062224.38,3918863.305
1275,ASIAN PACIFIC HEALTH CENTER,5871 University Ave,San Diego,92115,73,San Diego,Clinic,Community Clinic,-117.071059,32.749827,-13032289.36,3862143.932
1276,UNITED WOMEN'S CLINIC,1611 Highland Ave,National City,91950,73,San Diego,Clinic,Community Clinic,-117.095857,32.671035,-13035049.86,3851719.692
1277,LA MAESTRA COMMUNITY HEALTH CENTERS - EL CAJON DENTAL,183 S 1St St,El Cajon,92019,73,San Diego,Clinic,Community Clinic,-116.94456,32.79379,-13018207.56,3867964.275
1278,"WHITTIER DIABETES CENTER, THE",9894 Genesee Ave,La Jolla,92037,73,San Diego,Clinic,Community Clinic,-117.2246634,32.884405,-13049388.52,3879970.055
1279,PLANNED PARENTHOOD - MISSION VALLEY EXPRESS,1333 Camino Del Rio S,San Diego,92108,73,San Diego,Clinic,Community Clinic,-117.1521,32.76547,-13041310.8,3864214.609
1280,PLANNED PARENTHOOD - CITY HEIGHTS CLINIC,4305 University Ave,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.10103,32.74957,-13035625.71,3862109.915
1281,SAN YSIDRO HEALTH CTR/HEALTHY STEPS MOBILE CLINIC 1G,4004 Beyer Blvd,San Ysidro,92173,73,San Diego,Clinic,Community Clinic,-117.047674,32.558498,-13029686.15,3836846.888
1282,SAN YSIDRO HEALTH CTR/HEALTHY STEPS MOBILE CLINIC 1F,4004 Beyer Blvd,San Ysidro,92173,73,San Diego,Clinic,Community Clinic,-117.04684,32.55828,-13029593.31,3836818.096
1283,LA MAESTRA COMMUNITY HEALTH CENTERS - NATIONAL CITY,101 North Highland Ave,National City,91950,73,San Diego,Clinic,Community Clinic,-117.1009798,32.68412399,-13035620.12,3853450.737
1284,COMPREHENSIVE HEALTH CENTER - DOWNTOWN,120 Elm St Ste 100,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.16362,32.724237,-13042593.2,3858757.346
1285,PLANNED PARENTHOOD - EL CAJON CLINIC,1685 E Main St,El Cajon,92021,73,San Diego,Clinic,Community Clinic,-116.919,32.81161,-13015362.23,3870324.318
1286,"CENTRO MEDICO, EL CAJON",345 N Magnolia Ave,El Cajon,92020,73,San Diego,Clinic,Community Clinic,-116.962214,32.79823,-13020172.79,3868552.255
1287,DIAMOND NEIGHBORHOODS FAMILY HEALTH CENTER,289 Euclid Ave,San Diego,92114,73,San Diego,Clinic,Community Clinic,-117.084773,32.707565,-13033815.99,3856551.493
1288,NEIGHBORHOOD HEALTHCARE - PEDIATRICS AND PRENATAL,426 N Date St,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.0715,33.1291,-13032338.45,3912451.749
1289,SHERMAN HEIGHTS FAMILY HEALTH CENTER,2391 Island Ave,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.14259,32.71047,-13040252.15,3856935.821
1290,"ALLIANCE HEALTH CLINIC, INC.",5952 El Cajon Blvd,San Diego,92115,73,San Diego,Clinic,Community Clinic,-117.06941,32.76026,-13032105.79,3863524.916
1291,25TH STREET FAMILY MEDICINE,349 25Th St,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.140188,32.709261,-13039984.76,3856775.87
1292,ESCONDIDO FAMILY MEDICINE,255 N Ash St,Escondido,92027,73,San Diego,Clinic,Community Clinic,-117.06621,33.12867,-13031749.57,3912394.59
1293,COMMUNITY ELDERCARE OF SAN DIEGO,111 Elm St,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.16325,32.724043,-13042552.01,3858731.676
1294,NEIGHBORHOOD HEALTHCARE WOMENS CENTER,215 S Hickory St,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.075227,33.123063,-13032753.33,3911649.29
1295,SAN DIEGO CHILDREN'S DENTAL CLINIC,8110 Birmingham Way,San Diego,92123,73,San Diego,Clinic,Community Clinic,-117.1521511,32.7984927,-13041316.49,3868587.046
1296,NEIGHBORHOOD HEALTHCARE - GRAND AVE,1001 E Grand Ave,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.06815,33.12636,-13031965.53,3912087.532
1297,"CENTRO MEDICO, EL CAJON",396 N Magnolia Ave,El Cajon,92020,73,San Diego,Clinic,Community Clinic,-116.96237,32.79904,-13020190.16,3868659.525
1298,SOUTH BAY FAMILY HEALTH CENTER,340 4Th Ave,Chula Vista,91910,73,San Diego,Clinic,Community Clinic,-117.0835598,32.638971,-13033680.94,3847480.233
1299,NORTH COUNTY HEALTH SERVICES - GRAND AVENUE FAMILY MEDICINE,727 W San Marcos Blvd,San Marcos,92078,73,San Diego,Clinic,Community Clinic,-117.17977,33.13684,-13044391.01,3913480.659
1300,FALLBROOK INTERNAL & PULMONARY MEDICINE,407 Potter St,Fallbrook,92028,73,San Diego,Clinic,Community Clinic,-117.242799,33.378906,-13051407.36,3945705.424
1301,CHULA VISTA FAMILY HEALTH CENTER,251 Landis Ave,Chula Vista,91910,73,San Diego,Clinic,Community Clinic,-117.08148,32.64253,-13033449.42,3847950.724
1302,JULIAN MEDICAL CLINIC,2721 Washington St,Julian,92036,73,San Diego,Clinic,Community Clinic,-116.6026362,33.07804023,-12980144.78,3905666.44
1303,OPERATION SAMAHAN COMMUNITY HEALTH CENTER,2835 Highland Ave,National City,91950,73,San Diego,Clinic,Community Clinic,-117.09165,32.66009,-13034581.54,3850272.388
1304,PREGNANCY RESOURCE CENTER,1830 Hacienda Dr,Vista,92081,73,San Diego,Clinic,Community Clinic,-117.28014,33.18666,-13055564.14,3920105.602
1305,PARADISE HILLS FAMILY CLINIC,2400 E 8Th St,National City,91950,73,San Diego,Clinic,Community Clinic,-117.08199,32.68279,-13033506.19,3853274.303
1306,NCHS-MISSION MESA DENTAL,2216 S El Camino Real,Oceanside,92054,73,San Diego,Clinic,Community Clinic,-117.32801,33.18572,-13060893,3919980.569
1307,OCEANSIDE-CARLSBAD COMMUNITY CLINIC,605 Crouch St,Oceanside,92054,73,San Diego,Clinic,Community Clinic,-117.35373,33.19623,-13063756.14,3921378.63
1308,LEMON GROVE FAMILY HEALTH CENTER,7592 Broadway,Lemon Grove,91945,73,San Diego,Clinic,Community Clinic,-117.0344478,32.7427438,-13028213.82,3861206.442
1309,LA MAESTRA COMMUNITY HEALTH CENTERS - LEMON GROVE,7967 Broadway,Lemon Grove,91945,73,San Diego,Clinic,Community Clinic,-117.0271813,32.7426628,-13027404.92,3861195.721
1310,LOGAN HEIGHTS FAMILY COUNSELING CENTER,2204 National Ave,San Diego,92113,73,San Diego,Clinic,Community Clinic,-117.1394992,32.69759124,-13039908.08,3855232.074
1311,LA MAESTRA COMMUNITY HEALTH CENTERS - CITY HEIGHTS,4060 Fairmount Ave,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.10093,32.75053,-13035614.58,3862236.981
1312,FALLBROOK FAMILY HEALTH CENTER,1328 S Mission Rd,Fallbrook,92028,73,San Diego,Clinic,Community Clinic,-117.25081,33.36882,-13052299.14,3944360.95
1313,"CENTRO MEDICO, ESCONDIDO",1121 E Washington Ave,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.06933,33.13229,-13032096.88,3912875.797
1314,NORTH COUNTY HEALTH SERVICES - LA MISION,3220 Mission Ave,Oceanside,92058,73,San Diego,Clinic,Community Clinic,-117.34774,33.21379,-13063089.34,3923714.869
1315,NESTOR COMMUNITY HEALTH CENTER,1016 Outer Rd,San Diego,92154,73,San Diego,Clinic,Community Clinic,-117.08254,32.57797,-13033567.42,3839418.956
1316,KIDCARE EXPRESS,823 Gateway Center Way,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.1133094,32.7150356,-13036992.65,3857539.869
1317,CITY HEIGHTS FAMILY HEALTH CENTER,5454 El Cajon Blvd,San Diego,92115,73,San Diego,Clinic,Community Clinic,-117.0776962,32.7581401,-13033028.21,3863244.298
1318,KIDCARE EXPRESS III (MOBILE MEDICAL UNIT),823 Gateway Center Way,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.1133094,32.7150356,-13036992.65,3857539.869
1319,KIDCARE EXPRESS II (MOBILE MEDICAL UNIT),823 Gateway Center Way,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.113409,32.71543,-13037003.74,3857592.051
1320,ST. PAUL'S PACE,630 L St,Chula Vista,91911,73,San Diego,Clinic,Community Clinic,-117.0853591,32.61625127,-13033881.24,3844477.181
1321,EUCLID MEDICAL AND MENTAL HEALTH SERVICES,1733 Euclid Ave,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.084896,32.722993,-13033829.69,3858592.739
1322,LA MAESTRA COMMUNITY HEALTH CENTERS - NATIONAL CITY,217 Highland Ave,National City,91950,73,San Diego,Clinic,Community Clinic,-117.101706,32.687505,-13035700.97,3853897.924
1323,NCHS CARLSBAD FAMILY MEDICINE,1295 Carlsbad Village Dr,Carlsbad,92008,73,San Diego,Clinic,Community Clinic,-117.33826,33.16584,-13062034.03,3917336.552
1324,NEIGHBORHOOD HEALTHCARE - VALLEY PARKWAY,728 E Valley Pkwy,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.07322,33.127979,-13032529.92,3912302.738
1325,LA MAESTRA COMMUNITY HEALTH CENTERS - MOBILE CLINIC,4060 Fairmount Ave,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.101346,32.750539,-13035660.89,3862238.172
1326,WOMEN'S HEALTH & WELLNESS CENTER,8851 Center Dr,La Mesa,91942,73,San Diego,Clinic,Community Clinic,-117.00707,32.78214,-13025166.14,3866421.63
1327,TURNING POINT PREGNANCY RESOURCE CENTER,5440 Morehouse Dr,San Diego,92121,73,San Diego,Clinic,Community Clinic,-117.201047,32.894201,-13046759.55,3881268.683
1328,RANCHO PENASQUITOS COMMUNITY HEALTH CENTER,9955 Carmel Mountain Rd,San Diego,92129,73,San Diego,Clinic,Community Clinic,-117.11185,32.96073,-13036830.19,3890092.047
1329,KING-CHAVEZ HEALTH CENTER,950 S Euclid Ave,San Diego,92114,73,San Diego,Clinic,Community Clinic,-117.0856112,32.6961123,-13033909.31,3855036.438
1330,RICE FAMILY HEALTH CENTER,352 L St,Chula Vista,91911,73,San Diego,Clinic,Community Clinic,-117.07394,32.61997,-13032610.07,3844968.664
1331,DTFHC AT CONNECTIONS,1250 6Th Ave,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.15929,32.7184,-13042111.19,3857985.013
1332,ELM STREET FAMILY HEALTH CENTER,140 Elm St,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.16318,32.7241,-13042544.22,3858739.218
1333,CHULA VISTA MEDICAL PLAZA,678 3Rd Ave,Chula Vista,91910,73,San Diego,Clinic,Community Clinic,-117.07499,32.628679,-13032726.96,3846119.761
1334,DIAMOND NEIGHBORHOODS FAMILY HEALTH CENTER,4725 Market St,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.09292,32.71125,-13034722.91,3857039.016
1335,SAN YSIDRO SENIOR HEALTH CENTER,3364 Beyer Blvd,San Ysidro,92173,73,San Diego,Clinic,Community Clinic,-117.06101,32.56613,-13031170.71,3837854.937
1336,FAMILYHEALTH AT CITY COLLEGE,1550 Broadway,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.14992,32.71577,-13041068.12,3857637.036
1337,GRANGER SCHOOL BASED HEALTH CENTER,2101 Granger Ave,National City,91950,73,San Diego,Clinic,Community Clinic,-117.07387,32.67262,-13032602.28,3851929.297
1338,OPERATION SAMAHAN-PACIFIC AMER. ACA. SCHOOL BASED HLTH CTR.,4260 54Th St,San Diego,92115,73,San Diego,Clinic,Community Clinic,-117.079453,32.754131,-13033223.77,3862713.619
1339,TURNING POINT PREGNANCY RESOURCE CENTER,5440 Morehouse Dr,San Diego,92121,73,San Diego,Clinic,Free Clinic,-117.20104,32.89366,-13046758.77,3881196.961
1340,HEALTHY STEPS MOBILE CLINIC B3173,4004 Beyer Blvd,San Ysidro,92173,73,San Diego,Clinic,Community Clinic,-117.04684,32.55828,-13029593.31,3836818.096
1341,CMSS COMMUNITY CLINIC,436 S Magnolia Ave,El Cajon,92020,73,San Diego,Clinic,Community Clinic,-116.96233,32.79113,-13020185.7,3867612.031
1343,VISTA COMMUNITY CLINIC MOBILE HEALTH VAN,1000 Vale Terrace Dr,Vista,92084,73,San Diego,Clinic,Community Clinic,-117.22881,33.20906,-13049850.11,3923085.527
1344,HILLCREST FAMILY HEALTH CENTER,4094 4Th Ave,San Diego,92103,73,San Diego,Clinic,Community Clinic,-117.16169,32.75163,-13042378.35,3862382.578
1345,IBARRA FAMILY HEALTH CENTER,4874 Polk Ave,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.08956,32.75136,-13034348.88,3862346.84
1346,PLANNED PARENTHOOD - ISABELLA CENTER,92081,Vista,92081,73,San Diego,Clinic,Community Clinic,-117.24025,33.16811,-13051123.61,3917638.428
1347,HEALTHRIGHT 360,558 Clayton St,San Francisco,94117,75,San Francisco,Clinic,Free Clinic,-122.44857,37.76992,-13630910.99,4546973.316
1348,MISSION NEIGHBORHOOD HEALTH CENTER,240 Shotwell St,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.41635,37.76475,-13627324.28,4546245.272
1349,NATIVE AMERICAN HEALTH CENTER,160 Capp St,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4186475,37.76405268,-13627580.03,4546147.079
1350,PLANNED PARENTHOOD GOLDEN GATE - SAN FRANCISCO,815 Eddy St,San Francisco,94109,75,San Francisco,Clinic,Community Clinic,-122.4215037,37.7825444,-13627897.99,4548751.309
1351,"DRUG DETOXIFICATION, REHAB AND AFTER CARE SVS. PROG.",529 Clayton St,San Francisco,94117,75,San Francisco,Clinic,Free Clinic,-122.44883,37.77045,-13630939.94,4547047.954
1352,SOUTH OF MARKET HEALTH CENTER,551 Minna St,San Francisco,94103,75,San Francisco,Clinic,Community Clinic,-122.409515,37.779295,-13626563.41,4548293.641
1353,RICHMOND MAXI-CENTER,3626 Balboa St,San Francisco,94121,75,San Francisco,Clinic,Community Clinic,-122.49765,37.77573,-13636374.55,4547791.547
1354,ST. LUKE'S HEALTH CARE CENTER - ADULT CLINIC,1580 Valencia St,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.42023,37.74757,-13627756.2,4543826.336
1355,NORTH EAST MEDICAL SERVICES,1520 Stockton St,San Francisco,94133,75,San Francisco,Clinic,Community Clinic,-122.40903,37.7999,-13626509.42,4551196.128
1356,BAYVIEW HUNTERS POINT FOUNDATION THIRD ST. CLINIC,4301 3Rd St,San Francisco,94124,75,San Francisco,Clinic,Community Clinic,-122.389161,37.738537,-13624297.62,4542554.719
1357,LYON-MARTIN WOMENS HEALTH SERVICES,1748 Market St,San Francisco,94102,75,San Francisco,Clinic,Community Clinic,-122.42291,37.77234,-13628054.54,4547314.12
1358,ON LOK SENIOR HEALTH SERVICES - BUSH ST,1333 Bush St,San Francisco,94109,75,San Francisco,Clinic,Community Clinic,-122.41905,37.78882,-13627624.84,4549635.263
1359,ON LOK SENIOR HEALTH SERVICES - POWELL,1441 Powell St,San Francisco,94133,75,San Francisco,Clinic,Community Clinic,-122.41037,37.79788,-13626658.59,4550911.549
1360,CURRY SENIOR CENTER,333 Turk St,San Francisco,94102,75,San Francisco,Clinic,Community Clinic,-122.41454,37.7827,-13627122.79,4548773.225
1361,MERRIOUNS PSYCHOLOGICAL INSTITUTE,242 Myrtle St,San Francisco,94109,75,San Francisco,Clinic,Community Clinic,-122.42208,37.78525,-13627962.14,4549132.399
1362,INSTITUTO FAMILIAR DE LA RAZA - OUTPATIENT,2919 Mission St,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.41823,37.75026,-13627533.56,4544205.05
1363,ERNEST GALLO CLINIC AND RESEARCH CENTER,1001 Potrero Ave,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.40656,37.75678,-13626234.46,4545123.03
1364,ON LOK SENIOR HEALTH SERVICES,1000 Montgomery St,San Francisco,94133,75,San Francisco,Clinic,Community Clinic,-122.40386,37.79847,-13625933.9,4550994.668
1365,SAN FRANCISCO FREE CLINIC,4900 California St,San Francisco,94118,75,San Francisco,Clinic,Free Clinic,-122.4700907,37.78480398,-13633306.67,4549069.575
1366,30TH STREET COMMUNITY CLINIC,225 30Th St,San Francisco,94131,75,San Francisco,Clinic,Community Clinic,-122.4250338,37.74184103,-13628290.95,4543019.824
1367,MISSION NEIGHBORHOOD HEALTH CTR.-EXCELSIOR CLINIC,4434 Mission St,San Francisco,94112,75,San Francisco,Clinic,Community Clinic,-122.43331,37.72671,-13629212.26,4540890.012
1368,"GOLDMAN INSTITUTE ON AGING, PRIMARY CARE CLINIC",3600 Geary Blvd,San Francisco,94118,75,San Francisco,Clinic,Community Clinic,-122.457972,37.781537,-13631957.62,4548609.418
1369,ON LOK SENIOR HEALTH BY IOA,1426 Fillmore St Ste 302,San Francisco,94115,75,San Francisco,Clinic,Community Clinic,-122.432382,37.782641,-13629108.96,4548764.915
1370,SAN FRANCISCO COMM COLLEGE DIST STUDENT HEALTH SRV,50 Phelan Avenue,San Francisco,94112,75,San Francisco,Clinic,Community Clinic,-122.4523266,37.7257049,-13631329.18,4540748.552
1371,NORTH EAST MEDICAL SERVICES-LELAND AVENUE,82 Leland Ave,San Francisco,94134,75,San Francisco,Clinic,Community Clinic,-122.40524,37.71182,-13626087.52,4538794.551
1372,CHINESE COMMUNITY HEALTH SERVICES,1800 31St Ave,San Francisco,94122,75,San Francisco,Clinic,Community Clinic,-122.4891248,37.75342206,-13635425.53,4544650.241
1373,ON LOK LIFEWAYS BY INSTITUTE ON AGING (IOA),2700 Geary Blvd,San Francisco,94118,75,San Francisco,Clinic,Community Clinic,-122.44735,37.78259,-13630775.19,4548757.732
1374,ON LOK SENIOR HEALTH BY IOA/UCSF,2700 Geary Blvd,San Francisco,94118,75,San Francisco,Clinic,Community Clinic,-122.44735,37.78259,-13630775.19,4548757.732
1375,WOMEN'S COMMUNITY CLINIC/TIDES CENTER,2166 Hayes St,San Francisco,94117,75,San Francisco,Clinic,Community Clinic,-122.4521,37.77327,-13631303.95,4547445.093
1376,ST. ANTHONY FREE MEDICAL CLINIC,105-107 Golden Gate Ave,San Francisco,94102,75,San Francisco,Clinic,Free Clinic,-122.412415,37.781936,-13626886.24,4548665.616
1377,FIRST RESORT,2300 Sutter St Ste 205,San Francisco,94115,75,San Francisco,Clinic,Community Clinic,-122.438398,37.785616,-13629778.65,4549183.952
1378,ON LOK SENIOR HEALTH SERVICES-MISSION CENTER,4430 Mission St,San Francisco,94112,75,San Francisco,Clinic,Community Clinic,-122.43329,37.72674,-13629210.03,4540894.234
1379,VALENCIA HEALTH SERVICES,1647 Valencia St,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.41997,37.74608,-13627727.26,4543616.571
1380,"TENDERLOIN HEALTH SERVICES, A PROGRAM OF HEALTHRIGHT 360",330 Ellis St,San Francisco,94102,75,San Francisco,Clinic,Community Clinic,-122.41167,37.78506,-13626803.31,4549105.636
