Facility_Name,City,ZIP_Code,County_Code,County_Name,Type,Category,longitude,latitude,x,y
KIDCARE EXPRESS III (MOBILE MEDICAL UNIT),San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.1133094,32.7150356,-13036992.65,3857539.869
KIDCARE EXPRESS II (MOBILE MEDICAL UNIT),San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.113409,32.71543,-13037003.74,3857592.051
ST. PAUL'S PACE,Chula Vista,91911,73,San Diego,Clinic,Community Clinic,-117.0853591,32.61625127,-13033881.24,3844477.181
EUCLID MEDICAL AND MENTAL HEALTH SERVICES,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.084896,32.722993,-13033829.69,3858592.739
LA MAESTRA COMMUNITY HEALTH CENTERS - NATIONAL CITY,National City,91950,73,San Diego,Clinic,Community Clinic,-117.101706,32.687505,-13035700.97,3853897.924
NCHS CARLSBAD FAMILY MEDICINE,Carlsbad,92008,73,San Diego,Clinic,Community Clinic,-117.33826,33.16584,-13062034.03,3917336.552
NEIGHBORHOOD HEALTHCARE - VALLEY PARKWAY,Escondido,92025,73,San Diego,Clinic,Community Clinic,-117.07322,33.127979,-13032529.92,3912302.738
LA MAESTRA COMMUNITY HEALTH CENTERS - MOBILE CLINIC,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.101346,32.750539,-13035660.89,3862238.172
WOMEN'S HEALTH & WELLNESS CENTER,La Mesa,91942,73,San Diego,Clinic,Community Clinic,-117.00707,32.78214,-13025166.14,3866421.63
TURNING POINT PREGNANCY RESOURCE CENTER,San Diego,92121,73,San Diego,Clinic,Community Clinic,-117.201047,32.894201,-13046759.55,3881268.683
RANCHO PENASQUITOS COMMUNITY HEALTH CENTER,San Diego,92129,73,San Diego,Clinic,Community Clinic,-117.11185,32.96073,-13036830.19,3890092.047
KING-CHAVEZ HEALTH CENTER,San Diego,92114,73,San Diego,Clinic,Community Clinic,-117.0856112,32.6961123,-13033909.31,3855036.438
RICE FAMILY HEALTH CENTER,Chula Vista,91911,73,San Diego,Clinic,Community Clinic,-117.07394,32.61997,-13032610.07,3844968.664
DTFHC AT CONNECTIONS,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.15929,32.7184,-13042111.19,3857985.013
ELM STREET FAMILY HEALTH CENTER,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.16318,32.7241,-13042544.22,3858739.218
CHULA VISTA MEDICAL PLAZA,Chula Vista,91910,73,San Diego,Clinic,Community Clinic,-117.07499,32.628679,-13032726.96,3846119.761
DIAMOND NEIGHBORHOODS FAMILY HEALTH CENTER,San Diego,92102,73,San Diego,Clinic,Community Clinic,-117.09292,32.71125,-13034722.91,3857039.016
SAN YSIDRO SENIOR HEALTH CENTER,San Ysidro,92173,73,San Diego,Clinic,Community Clinic,-117.06101,32.56613,-13031170.71,3837854.937
FAMILYHEALTH AT CITY COLLEGE,San Diego,92101,73,San Diego,Clinic,Community Clinic,-117.14992,32.71577,-13041068.12,3857637.036
GRANGER SCHOOL BASED HEALTH CENTER,National City,91950,73,San Diego,Clinic,Community Clinic,-117.07387,32.67262,-13032602.28,3851929.297
OPERATION SAMAHAN-PACIFIC AMER. ACA. SCHOOL BASED HLTH CTR.,San Diego,92115,73,San Diego,Clinic,Community Clinic,-117.079453,32.754131,-13033223.77,3862713.619
TURNING POINT PREGNANCY RESOURCE CENTER,San Diego,92121,73,San Diego,Clinic,Free Clinic,-117.20104,32.89366,-13046758.77,3881196.961
HEALTHY STEPS MOBILE CLINIC B3173,San Ysidro,92173,73,San Diego,Clinic,Community Clinic,-117.04684,32.55828,-13029593.31,3836818.096
CMSS COMMUNITY CLINIC,El Cajon,92020,73,San Diego,Clinic,Community Clinic,-116.96233,32.79113,-13020185.7,3867612.031
VISTA COMMUNITY CLINIC MOBILE HEALTH VAN,Vista,92084,73,San Diego,Clinic,Community Clinic,-117.22881,33.20906,-13049850.11,3923085.527
HILLCREST FAMILY HEALTH CENTER,San Diego,92103,73,San Diego,Clinic,Community Clinic,-117.16169,32.75163,-13042378.35,3862382.578
IBARRA FAMILY HEALTH CENTER,San Diego,92105,73,San Diego,Clinic,Community Clinic,-117.08956,32.75136,-13034348.88,3862346.84
PLANNED PARENTHOOD - ISABELLA CENTER,Vista,92081,73,San Diego,Clinic,Community Clinic,-117.24025,33.16811,-13051123.61,3917638.428
HEALTHRIGHT 360,San Francisco,94117,75,San Francisco,Clinic,Free Clinic,-122.44857,37.76992,-13630910.99,4546973.316
MISSION NEIGHBORHOOD HEALTH CENTER,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.41635,37.76475,-13627324.28,4546245.272
NATIVE AMERICAN HEALTH CENTER,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4186475,37.76405268,-13627580.03,4546147.079
PLANNED PARENTHOOD GOLDEN GATE - SAN FRANCISCO,San Francisco,94109,75,San Francisco,Clinic,Community Clinic,-122.4215037,37.7825444,-13627897.99,4548751.309
"DRUG DETOXIFICATION, REHAB AND AFTER CARE SVS. PROG.",San Francisco,94117,75,San Francisco,Clinic,Free Clinic,-122.44883,37.77045,-13630939.94,4547047.954
SOUTH OF MARKET HEALTH CENTER,San Francisco,94103,75,San Francisco,Clinic,Community Clinic,-122.409515,37.779295,-13626563.41,4548293.641
RICHMOND MAXI-CENTER,San Francisco,94121,75,San Francisco,Clinic,Community Clinic,-122.49765,37.77573,-13636374.55,4547791.547
ST. LUKE'S HEALTH CARE CENTER - ADULT CLINIC,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.42023,37.74757,-13627756.2,4543826.336
NORTH EAST MEDICAL SERVICES,San Francisco,94133,75,San Francisco,Clinic,Community Clinic,-122.40903,37.7999,-13626509.42,4551196.128
BAYVIEW HUNTERS POINT FOUNDATION THIRD ST. CLINIC,San Francisco,94124,75,San Francisco,Clinic,Community Clinic,-122.389161,37.738537,-13624297.62,4542554.719
LYON-MARTIN WOMENS HEALTH SERVICES,San Francisco,94102,75,San Francisco,Clinic,Community Clinic,-122.42291,37.77234,-13628054.54,4547314.12
ON LOK SENIOR HEALTH SERVICES - BUSH ST,San Francisco,94109,75,San Francisco,Clinic,Community Clinic,-122.41905,37.78882,-13627624.84,4549635.263
ON LOK SENIOR HEALTH SERVICES - POWELL,San Francisco,94133,75,San Francisco,Clinic,Community Clinic,-122.41037,37.79788,-13626658.59,4550911.549
CURRY SENIOR CENTER,San Francisco,94102,75,San Francisco,Clinic,Community Clinic,-122.41454,37.7827,-13627122.79,4548773.225
MERRIOUNS PSYCHOLOGICAL INSTITUTE,San Francisco,94109,75,San Francisco,Clinic,Community Clinic,-122.42208,37.78525,-13627962.14,4549132.399
INSTITUTO FAMILIAR DE LA RAZA - OUTPATIENT,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.41823,37.75026,-13627533.56,4544205.05
ERNEST GALLO CLINIC AND RESEARCH CENTER,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.40656,37.75678,-13626234.46,4545123.03
ON LOK SENIOR HEALTH SERVICES,San Francisco,94133,75,San Francisco,Clinic,Community Clinic,-122.40386,37.79847,-13625933.9,4550994.668
SAN FRANCISCO FREE CLINIC,San Francisco,94118,75,San Francisco,Clinic,Free Clinic,-122.4700907,37.78480398,-13633306.67,4549069.575
30TH STREET COMMUNITY CLINIC,San Francisco,94131,75,San Francisco,Clinic,Community Clinic,-122.4250338,37.74184103,-13628290.95,4543019.824
MISSION NEIGHBORHOOD HEALTH CTR.-EXCELSIOR CLINIC,San Francisco,94112,75,San Francisco,Clinic,Community Clinic,-122.43331,37.72671,-13629212.26,4540890.012
"GOLDMAN INSTITUTE ON AGING, PRIMARY CARE CLINIC",San Francisco,94118,75,San Francisco,Clinic,Community Clinic,-122.457972,37.781537,-13631957.62,4548609.418
ON LOK SENIOR HEALTH BY IOA,San Francisco,94115,75,San Francisco,Clinic,Community Clinic,-122.432382,37.782641,-13629108.96,4548764.915
SAN FRANCISCO COMM COLLEGE DIST STUDENT HEALTH SRV,San Francisco,94112,75,San Francisco,Clinic,Community Clinic,-122.4523266,37.7257049,-13631329.18,4540748.552
NORTH EAST MEDICAL SERVICES-LELAND AVENUE,San Francisco,94134,75,San Francisco,Clinic,Community Clinic,-122.40524,37.71182,-13626087.52,4538794.551
CHINESE COMMUNITY HEALTH SERVICES,San Francisco,94122,75,San Francisco,Clinic,Community Clinic,-122.4891248,37.75342206,-13635425.53,4544650.241
ON LOK LIFEWAYS BY INSTITUTE ON AGING (IOA),San Francisco,94118,75,San Francisco,Clinic,Community Clinic,-122.44735,37.78259,-13630775.19,4548757.732
ON LOK SENIOR HEALTH BY IOA/UCSF,San Francisco,94118,75,San Francisco,Clinic,Community Clinic,-122.44735,37.78259,-13630775.19,4548757.732
WOMEN'S COMMUNITY CLINIC/TIDES CENTER,San Francisco,94117,75,San Francisco,Clinic,Community Clinic,-122.4521,37.77327,-13631303.95,4547445.093
ST. ANTHONY FREE MEDICAL CLINIC,San Francisco,94102,75,San Francisco,Clinic,Free Clinic,-122.412415,37.781936,-13626886.24,4548665.616
FIRST RESORT,San Francisco,94115,75,San Francisco,Clinic,Community Clinic,-122.438398,37.785616,-13629778.65,4549183.952
ON LOK SENIOR HEALTH SERVICES-MISSION CENTER,San Francisco,94112,75,San Francisco,Clinic,Community Clinic,-122.43329,37.72674,-13629210.03,4540894.234
VALENCIA HEALTH SERVICES,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.41997,37.74608,-13627727.26,4543616.571
"TENDERLOIN HEALTH SERVICES, A PROGRAM OF HEALTHRIGHT 360",San Francisco,94102,75,San Francisco,Clinic,Community Clinic,-122.41167,37.78506,-13626803.31,4549105.636
BAART MARKET CLINIC,San Francisco,94103,75,San Francisco,Clinic,Community Clinic,-122.41278,37.78023,-13626926.87,4548425.331
BAART GEARY CLINIC,San Francisco,94109,75,San Francisco,Clinic,Community Clinic,-122.42043,37.78593,-13627778.46,4549228.181
ST. JAMES INFIRMARY,San Francisco,94103,75,San Francisco,Clinic,Community Clinic,-122.41561,37.77555,-13627241.91,4547766.195
NORTH EAST MEDICAL SERVICES - TARAVAL,San Francisco,94116,75,San Francisco,Clinic,Community Clinic,-122.4910417,37.74261702,-13635638.92,4543129.064
AHF HEALTHCARE CENTER - SAN FRANCISCO,San Francisco,94114,75,San Francisco,Clinic,Community Clinic,-122.4291929,37.7694503,-13628753.95,4546907.171
CHINESE HOSPITAL'S EXCELSIOR HEALTH SERVICES,San Francisco,94112,75,San Francisco,Clinic,Community Clinic,-122.43934,37.71585,-13629883.52,4539361.649
ST. LUKE'S HEALTH CARE CENTER - WOMEN'S CLINIC,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.42023,37.74757,-13627756.2,4543826.336
ST. LUKE'S HEALTHCARE CENTER ORTHOPEDIC CLINIC-701,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4203032,37.74712541,-13627764.35,4543763.746
ST. LUKE'S HEALTHCARE CENTER WOMEN'S HEALTH I,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4201506,37.74616099,-13627747.36,4543627.973
ST. LUKE'S HEALTHCARE CENTER ORTHOPEDIC CLINIC-702,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4203032,37.74712541,-13627764.35,4543763.746
ST. LUKE'S HEALTHCARE CENTER ORTHOPEDIC CLINIC-703,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4203032,37.74712541,-13627764.35,4543763.746
ST. LUKE'S HEALTHCARE CENTER PEDIATRIC CLINIC-102,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4201571,37.74622676,-13627748.09,4543637.232
ST. LUKE'S HEALTHCARE CENTER PEDIATRIC CLINIC-203,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4201571,37.74622676,-13627748.09,4543637.232
ST. LUKE'S HEALTHCARE CENTER BREAST CLINIC,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4203032,37.74712541,-13627764.35,4543763.746
BAART TURK STREET CLINIC,San Francisco,94102,75,San Francisco,Clinic,Community Clinic,-122.4162877,37.78221497,-13627317.35,4548704.908
FIRST RESORT,San Francisco,94108,75,San Francisco,Clinic,Community Clinic,-122.4078268,37.78966994,-13626375.48,4549754.988
HEALTHRIGHT 360,San Francisco,94103,75,San Francisco,Clinic,Community Clinic,-122.419905,37.768959,-13627720.02,4546837.984
ST. ANTHONY MEDICAL CLINIC,San Francisco,94102,75,San Francisco,Clinic,Community Clinic,-122.41316,37.78199,-13626969.17,4548673.222
NORTH EAST MEDICAL SERVICES - SAN BRUNO AVENUE,San Francisco,94134,75,San Francisco,Clinic,Community Clinic,-122.4045065,37.7290258,-13626005.87,4541215.951
ST. LUKE'S HEALTH CARE CENTER - PEDIATRIC CLINIC,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4205774,37.7475608,-13627794.87,4543825.041
NORTH EAST MEDICAL SERVICES - NORIEGA,San Francisco,94122,75,San Francisco,Clinic,Community Clinic,-122.4794027,37.75436496,-13634343.28,4544782.997
WELLNESS CLINIC,San Francisco,94109,75,San Francisco,Clinic,Community Clinic,-122.41927,37.78377,-13627649.33,4548923.935
MISSION NEIGHBORHOOD HEALTH CENTER - VALENCIA CLINIC,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4201,37.74683,-13627741.73,4543722.157
MISSION NEIGHBORHOOD RESOURCE CENTER,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4183111,37.7640633,-13627542.59,4546148.575
PLANNED PARENTHOOD SAN FRANCISCO CENTER,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.42012,37.74613,-13627743.96,4543623.61
WOMEN'S COMMUNITY CLINIC,San Francisco,94115,75,San Francisco,Clinic,Community Clinic,-122.43338,37.78652,-13629220.05,4549311.286
SOUTH OF MARKET HEALTH CENTER,San Francisco,94103,75,San Francisco,Clinic,Community Clinic,-122.40889,37.77763,-13626493.84,4548059.139
LIFEWAYS PACE AT THE CORONET,San Francisco,94118,75,San Francisco,Clinic,Community Clinic,-122.45767,37.78123,-13631924,4548566.178
FORT HELP MISSION,San Francisco,94110,75,San Francisco,Clinic,Community Clinic,-122.4170161,37.7489008,-13627398.43,4544013.692
NORTH EAST MEDICAL SERVICES - CLEMENT,San Francisco,94118,75,San Francisco,Clinic,Community Clinic,-122.470139,37.7826074,-13633312.04,4548760.183
MAGNET,San Francisco,94114,75,San Francisco,Clinic,Free Clinic,-122.4356317,37.76103897,-13629470.71,4545722.714
NORTH EAST MEDICAL SERVICES - 1400 NORIEGA,San Francisco,94122,75,San Francisco,Clinic,Community Clinic,-122.4787913,37.7544174,-13634275.21,4544790.38
SAN FRANCISCO CITY IMPACT HEALTH & WELLNESS CENTER,San Francisco,94102,75,San Francisco,Clinic,Free Clinic,-122.41148,37.78315,-13626782.16,4548836.608
BAYVIEW CHILD HEALTH CENTER,San Francisco,94124,75,San Francisco,Clinic,Community Clinic,-122.38725,37.74529,-13624084.89,4543505.355
CLINIC BY THE BAY,San Francisco,94112,75,San Francisco,Clinic,Community Clinic,-122.43803,37.72041,-13629737.69,4540003.365
ALPHA PREGNANCY CENTER,San Francisco,94112,75,San Francisco,Clinic,Free Clinic,-122.44053,37.71716,-13630015.99,4539545.998
PLANNED PARENTHOOD - STOCKTON - NO. WILSON,Stockton,95205,77,San Joaquin,Clinic,Community Clinic,-121.273198,37.962019,-13500069.2,4574061.042
COMMUNITY MEDICAL CENTERS - CALIFORNIA STREET,Stockton,95202,77,San Joaquin,Clinic,Community Clinic,-121.28523,37.956,-13501408.6,4573211.234
DELTA HEALTH CARE INC - STOCKTON,Stockton,95202,77,San Joaquin,Clinic,Community Clinic,-121.29342,37.96156,-13502320.3,4573996.235
DELTA HEALTH CARE,Lodi,95240,77,San Joaquin,Clinic,Community Clinic,-121.2829,38.12986,-13501149.22,4597786.231
PLANNED PARENTHOOD - BENJAMIN,Stockton,95207,77,San Joaquin,Clinic,Community Clinic,-121.305445,38.0119165,-13503658.92,4581108.633
"COMMUNITY MEDICAL CENTERS, TRACY",Tracy,95376,77,San Joaquin,Clinic,Community Clinic,-121.42578,37.73618,-13517054.55,4542222.929
COMMUNITY MEDICAL CENTERS - LODI,Lodi,95242,77,San Joaquin,Clinic,Community Clinic,-121.30554,38.14566,-13503669.49,4600022.448
PUBLIC HEALTH SERVICES OF SAN JOAQUIN COUNTY,Stockton,95205,77,San Joaquin,Clinic,Community Clinic,-121.26859,37.950056,-13499556.24,4572372.083
COMMUNITY MEDICAL CENTER - CHANNEL,Stockton,95202,77,San Joaquin,Clinic,Community Clinic,-121.28198,37.95609,-13501046.81,4573223.94
PREGNANCY RESOURCE CENTER OF LODI,Lodi,95240,77,San Joaquin,Clinic,Community Clinic,-121.28646,38.11559,-13501545.52,4595766.975
PLANNED PARENTHOOD - MANTECA,Manteca,95336,77,San Joaquin,Clinic,Community Clinic,-121.20244,37.79744,-13492192.46,4550849.55
EDISON HEALTH CENTER,Stockton,95206,77,San Joaquin,Clinic,Community Clinic,-121.28678,37.93746,-13501581.14,4570594.054
STAGG HEALTHY START CENTER,Stockton,95207,77,San Joaquin,Clinic,Community Clinic,-121.32535,37.9823,-13505874.73,4576924.98
PREGNANCY RESOURCE CENTER OF TRACY,Tracy,95376,77,San Joaquin,Clinic,Community Clinic,-121.42599,37.73899,-13517077.93,4542618.476
PREGNANCY RESOURCE CENTER OF LODI,Lodi,95240,77,San Joaquin,Clinic,Community Clinic,-121.2858302,38.1296467,-13501475.41,4597756.045
COMMUNITY MEDICAL CENTERS - HAMMER,Stockton,95210,77,San Joaquin,Clinic,Community Clinic,-121.29124,38.02106,-13502077.63,4582400.593
PREGNANCY RESOURCE CENTER OF TRACY,Tracy,95376,77,San Joaquin,Clinic,Community Clinic,-121.43516,37.739563,-13518098.73,4542699.136
COMMUNITY MEDICAL CENTER,Stockton,95205,77,San Joaquin,Clinic,Community Clinic,-121.245019,37.939362,-13496932.33,4570862.517
LODI MEMORIAL COMMUNITY CLINIC - IRIS,Lodi,95242,77,San Joaquin,Clinic,Community Clinic,-121.288218,38.12466,-13501741.22,4597050.367
LODI MEMORIAL COMMUNITY CLINIC - TRINITY,Stockton,95219,77,San Joaquin,Clinic,Community Clinic,-121.37244,38.04769,-13511116.77,4586164.284
PREGNANCY RESOURCE CENTER OF LODI,Lodi,95240,77,San Joaquin,Clinic,Free Clinic,-121.2546,38.13399,-13497998.88,4598370.714
PLANNED PARENTHOOD MAR MONTE - TRACY HEALTH CENTER,Tracy,95376,77,San Joaquin,Clinic,Community Clinic,-121.4353251,37.7447909,-13518117.11,4543435.083
LODI MEMORIAL COMMUNITY CLINIC - MILLSBRIDGE,Lodi,95242,77,San Joaquin,Clinic,Community Clinic,-121.29648,38.11559,-13502660.94,4595766.975
LODI MEMORIAL COMMUNITY CLINIC - VINE,Lodi,95240,77,San Joaquin,Clinic,Community Clinic,-121.2873956,38.1227939,-13501649.67,4596786.303
COMMUNITY MEDICAL CENTERS - MANTECA,Manteca,95336,77,San Joaquin,Clinic,Community Clinic,-121.19823,37.79958,-13491723.8,4551151.034
LODI MEMORIAL SURGICAL GROUP,Lodi,95240,77,San Joaquin,Clinic,Community Clinic,-121.2858848,38.1211751,-13501481.49,4596557.24
PLANNED PARENTHOOD - STOCKTON - PRECISSI,Stockton,95207,77,San Joaquin,Clinic,Community Clinic,-121.3152387,37.9892356,-13504749.15,4577904.558
COMMUNITY MEDICAL CENTERS - MARIPOSA ROAD,Stockton,95205,77,San Joaquin,Clinic,Community Clinic,-121.2444401,37.9389051,-13496867.89,4570798.026
"COMMUNITY MEDICAL CENTERS, WATERLOO",Stockton,95205,77,San Joaquin,Clinic,Community Clinic,-121.2724,37.96727,-13499980.37,4574802.475
"COMMUNITY MEDICAL CENTERS, GLEASON HOUSE",Stockton,95203,77,San Joaquin,Clinic,Community Clinic,-121.28603,37.94882,-13501497.65,4572197.599
CENTRAL REHABILITATION CLINIC,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.655521,35.283442,-13431309.75,4202466.14
THE CENTER FOR HEALTH & PREVENTION,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.65325,35.29018,-13431056.95,4203385.039
THE CENTER FOR HEALTH & PREVENTION,Arroyo Grande,93420,79,San Luis Obispo,Clinic,Community Clinic,-120.59823,35.1201,-13424932.15,4180213.594
NIPOMO COMMUNITY MEDICAL CENTER,Nipomo,93444,79,San Luis Obispo,Clinic,Community Clinic,-120.49898,35.02661,-13413883.69,4167497.264
PLANNED PARENTHOOD OF SAN LUIS OBISPO COUNTY,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.66183,35.27699,-13432012.07,4201586.315
COASTAL MEDICAL CENTER,Arroyo Grande,93420,79,San Luis Obispo,Clinic,Community Clinic,-120.59168,35.1139,-13424203.01,4179369.83
DOCTORS OFFICE/FAIR OAKS COMMUNITY HEALTH CENTERS,Arroyo Grande,93420,79,San Luis Obispo,Clinic,Community Clinic,-120.5949867,35.11898256,-13424571.11,4180061.515
"COMMUNITY HEALTH CENTERS, PASO",Paso Robles,93446,79,San Luis Obispo,Clinic,Community Clinic,-120.6907,35.61876,-13435225.86,4248288.672
LOS ROBLES COMMUNITY MEDICAL CENTER AT TEMPLETON,Templeton,93465,79,San Luis Obispo,Clinic,Community Clinic,-120.71569,35.55447,-13438007.73,4239488.369
COMMUNITY HEALTH CENTERS AT TEMPLETON,Templeton,93465,79,San Luis Obispo,Clinic,Community Clinic,-120.718134,35.554537,-13438279.8,4239497.537
"COMMUNITY HEALTH CENTERS, SAN LUIS OBISPO",San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.6459,35.2745,-13430238.75,4201246.786
COMMUNITY HEALTH CENTERS - SAN LUIS OBISPO II,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.646525,35.274693,-13430308.32,4201273.103
COMMUNITY HEALTH CENTERS - MORRO BAY,Morro Bay,93442,79,San Luis Obispo,Clinic,Community Clinic,-120.84573,35.3669,-13452483.72,4213853.184
"COMMUNITY HEALTH CENTERS, ATASCADERO",Atascadero,93422,79,San Luis Obispo,Clinic,Community Clinic,-120.663077,35.497837,-13432150.88,4231742.035
TREE OF LIFE PREGNANCY SUPPORT CENTER,Atascadero,93422,79,San Luis Obispo,Clinic,Free Clinic,-120.66802,35.47531,-13432701.13,4228662.282
COMMUNITY HEALTH CENTERS - OCEANO,Oceano,93445,79,San Luis Obispo,Clinic,Community Clinic,-120.6098663,35.09841423,-13426227.49,4177262.639
"COMMUNITY HEALTH CENTERS, CAMBRIA",Cambria,93428,79,San Luis Obispo,Clinic,Community Clinic,-121.08013,35.56553,-13478577,4241001.812
"COMMUNITY HEALTH CENTERS, SAN LUIS OBISPO II",San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.646145,35.274361,-13430266.02,4201227.833
"COMMUNITY HEALTH CENTERS, MORRO BAY II",Morro Bay,93442,79,San Luis Obispo,Clinic,Community Clinic,-120.844566,35.365863,-13452354.14,4213711.623
LOS ROBLES COMMUNITY MEDICAL CTR. AT TEMPLETON,Templeton,93465,79,San Luis Obispo,Clinic,Community Clinic,-120.719777,35.554263,-13438462.69,4239460.045
"COMMUNITY HEALTH CENTERS, WOMEN'S HEALTH",San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.6459,35.2745,-13430238.75,4201246.786
"COMMUNITY HEALTH CENTERS, ATASCADERO",Atascadero,93422,79,San Luis Obispo,Clinic,Community Clinic,-120.66751,35.47707,-13432644.36,4228902.867
"COMMUNTIY HEALTH CENTERS, NORTH COUNTY PEDIATRIC",Paso Robles,93446,79,San Luis Obispo,Clinic,Community Clinic,-120.692971,35.615283,-13435478.66,4247812.544
"COMMUNITY HEALTH CENTERS, WOMEN'S HEALTH ATASCADERO",Atascadero,93422,79,San Luis Obispo,Clinic,Community Clinic,-120.682743,35.499115,-13434340.09,4231916.782
"COMMUNITY HEALTH CENTERS, MOBILE DENTAL",San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.6456208,35.27426572,-13430207.67,4201214.841
COMMUNITY HEALTH CENTERS TEMPLETON,Templeton,93465,79,San Luis Obispo,Clinic,Community Clinic,-120.72136,35.55271,-13438638.91,4239247.552
"COMMUNITY HEALTH CENTERS, ARROYO GRANDE",Arroyo Grande,93420,79,San Luis Obispo,Clinic,Community Clinic,-120.5780464,35.1198227,-13422685.32,4180175.854
COMMUNITY HEALTH CENTERS ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,93420,79,San Luis Obispo,Clinic,Community Clinic,-120.58089,35.11415,-13423001.87,4179403.852
COMMUNITY HEALTH CENTERS CASA,San Luis Obispo,93405,79,San Luis Obispo,Clinic,Community Clinic,-120.665,35.29293,-13432364.95,4203760.094
SLO NOOR CLINIC,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Free Clinic,-120.65742,35.28799,-13431521.15,4203086.368
FRENCH HEALTH CENTER,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.6495605,35.2779236,-13430646.23,4201713.621
"COMMUNITY HEALTH CENTERS, MOBILE DENTAL VAN 2",Nipomo,93444,79,San Luis Obispo,Clinic,Community Clinic,-120.498978,35.026608,-13413883.47,4167496.992
COMMUNITY HEALTH CENTERS MOBILE MEDICAL VAN 1,Nipomo,93444,79,San Luis Obispo,Clinic,Community Clinic,-120.49881,35.026991,-13413864.77,4167549.058
COMMUNITY HEALTH CENTERS MOBILE MEDICAL VAN 2,Nipomo,93444,79,San Luis Obispo,Clinic,Community Clinic,-120.49881,35.026991,-13413864.77,4167549.058
COMMUNITY HEALTH CENTERS MOBILE MEDICAL VAN 3,Nipomo,93444,79,San Luis Obispo,Clinic,Community Clinic,-120.49881,35.026991,-13413864.77,4167549.058
"FRENCH HEALTH CENTER, PEACH STREET",San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.6605323,35.28655517,-13431867.61,4202890.691
PACIFIC Coast HEALATH CENTER,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.64891,35.24686,-13430573.82,4197478.578
PACIFIC COAST HEALTH CENTER,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.64438,35.2478,-13430069.54,4197606.708
SLO ONCOLOGY & HEMATOLOGY HEALTH CENTER,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.64324,35.24824,-13429942.64,4197666.685
TEMPLETON WOMEN'S HEALTH CENTER,Templeton,93465,79,San Luis Obispo,Clinic,Community Clinic,-120.72142,35.55246,-13438645.59,4239213.345
MEDICAL CLINIC AT CASA,San Luis Obispo,93405,79,San Luis Obispo,Clinic,Community Clinic,-120.66479,35.29275,-13432341.57,4203735.545
MEDICAL CLINIC AT PEACH,San Luis Obispo,93401,79,San Luis Obispo,Clinic,Community Clinic,-120.65992,35.28652,-13431799.45,4202885.895
GOLDEN GATE COMMUNITY HEALTH - SAN MATEO,San Mateo,94403,81,San Mateo,Clinic,Community Clinic,-122.3066,37.54737,-13615106.97,4515679.533
PLANNED PARENTHOOD GOLDEN GATE - REDWOOD CITY,Redwood City,94062,81,San Mateo,Clinic,Community Clinic,-122.240085,37.487472,-13607702.56,4507272.974
PLANNED PARENTHOOD GOLDEN GATE,Daly City,94015,81,San Mateo,Clinic,Community Clinic,-122.48464,37.69719,-13634926.29,4536736.091
SAMARITAN HOUSE FREE CLINIC,San Mateo,94401,81,San Mateo,Clinic,Free Clinic,-122.32788,37.56794,-13617475.85,4518568.047
